NAME,RANK (2014),RANK (2013),CEO,WEBSITE,STREETADD,PLACE,ZIP,STATE,X,Y
"O'Reilly Automotive, Inc.",390,412,Gregory L. Henslee,www.oreillyauto.com,233 S. Patterson Ave.,Springfield,65802,MO,-93.24975178,37.208134
The Blackstone Group L.P.,391,585,Stephen A. Schwarzman,www.blackstone.com,345 Park Ave.,New York,10154,NY,-73.97256626,40.75808003
Mutual of Omaha Insurance Company,392,394,Daniel P. Neary,www.mutualofomaha.com,Mutual of Omaha Plaza,Omaha,68175,NE,-96.13391062,41.20271036
"Molina Healthcare, Inc.",393,423,Joseph M. Molina,www.molinahealthcare.com,200 Oceangate,Long Beach,90802,CA,-118.1999233,33.76673348
CMS Energy Corporation,394,406,John G. Russell,www.cmsenergy.com,1 Energy Plaza,Jackson,49201,MI,-84.40250339,42.24680821
Targa Resources Corp.,395,435,Joe Bob Perkins,www.targaresources.com,1000 Louisiana St.,Houston,77002,TX,-95.36830278,29.75832622
"Quanta Services, Inc.",396,397,James F. O'Neil III,www.quantaservices.com,2800 Post Oak Blvd.,Houston,77056,TX,-95.46103958,29.73723913
Cablevision Systems Corporation,397,382,James L. Dolan,www.cablevision.com,1111 Stewart Ave.,Bethpage,11714,NY,-73.49476633,40.76132487
Avery Dennison Corporation,398,375,Dean A. Scarborough,www.averydennison.com,207 Goode Ave.,Glendale,91203,CA,-118.2565325,34.15708317
Celanese Corporation,399,396,Mark C. Rohr,www.celanese.com,222 W. Las Colinas Blvd.,Irving,75039,TX,-96.94345811,32.87109036
"Foot Locker, Inc.",400,413,Ken C. Hicks,www.footlocker-inc.com,112 W. 34th St.,New York,10120,NY,-73.98868808,40.74997211
Celgene Corporation,401,456,Robert J. Hugin,www.celgene.com,86 Morris Ave.,Summit,7901,NJ,-74.34526644,40.70902094
"Advance Auto Parts, Inc.",402,409,Darren R. Jackson,www.advanceautoparts.com,5008 Airport Rd.,Roanoke,24012,VA,-79.9584721,37.31778671
"Mattel, Inc.",403,395,Bryan G. Stockton,www.mattel.com,333 Continental Blvd.,El Segundo,90245,CA,-118.3916303,33.92041865
"Live Nation Entertainment, Inc.",404,439,Michael Rapino,www.livenation.com,9348 Civic Center Dr.,Beverly Hills,90210,CA,-118.3989154,34.07418163
General Cable Corporation,405,425,Gregory B. Kenny,www.generalcable.com,4 Tesseneer Dr.,Highland Heights,41076,KY,-84.4619945,39.04336305
"Ryder System, Inc.",406,404,Robert E. Sanchez,www.ryder.com,11690 N.W. 105th St.,Miami,33178,FL,-80.38528775,25.86812376
"EMCOR Group, Inc.",407,399,Anthony J. Guzzi,www.emcorgroup.com,301 Merritt Seven,Norwalk,6851,CT,-73.42692386,41.14937595
"Allergan, Inc.",408,440,David E.I. Pyott,www.allergan.com,2525 Dupont Dr.,Irvine,92612,CA,-117.8542998,33.67181617
W.R. Berkley Corporation,409,438,William R. Berkley,www.wrberkley.com,475 Steamboat Rd.,Greenwich,6830,CT,-73.62230855,41.01871113
"Rockwell Automation, Inc.",410,403,Keith D. Nosbusch,www.rockwellautomation.co,1201 S. Second St.,Milwaukee,53204,WI,-87.91331105,43.01807392
"NetApp, Inc.",411,408,Thomas Georgens,www.netapp.com,495 E. Java Dr.,Sunnyvale,94089,CA,-122.0118998,37.41126427
Ingredion Incorporated,412,386,Ilene S. Gordon,www.ingredion.com,5 Westbrook Corporate Center,Westchester,60154,IL,-87.90528539,41.84539671
"Level 3 Communications, Inc.",413,398,Jeffrey K. Storey,www.level3.com,1025 Eldorado Blvd.,Broomfield,80021,CO,-105.1440086,39.92146632
Calpine Corporation,414,459,John B. Hill,www.calpine.com,717 Texas Ave.,Houston,77002,TX,-95.36448142,29.76191991
"Omnicare, Inc.",415,416,John L. Workman,www.omnicare.com,201 E. Fourth St.,Cincinnati,45202,OH,-84.50890517,39.10022801
Erie Insurance Group,416,455,Terrence W. Cavanaugh,www.erieinsurance.com,100 Erie Insurance Place,Erie,16530,PA,-80.082849,42.13038313
SLM Corporation,417,418,Raymond J. Quinlan,www.salliemae.com,300 Continental Dr.,Newark,19713,DE,-75.66092973,39.68412918
"D.R. Horton, Inc.",418,545,Donald J. Tomnitz,www.drhorton.com,301 Commerce St.,Fort Worth,76102,TX,-97.33065293,32.75605566
"CC Media Holdings, Inc.",419,407,Robert W. Pittman,www.clearchannel.com,200 E. Basse Rd.,San Antonio,78209,TX,-98.47911581,29.49254367
Anixter International Inc.,420,405,Robert J. Eck,www.anixter.com,2301 Patriot Blvd.,Glenview,60026,IL,-87.82358414,42.09709257
"Dick's Sporting Goods, Inc.",421,437,Edward W. Stack,www.dickssportinggoods.co,345 Court St.,Coraopolis,15108,PA,-80.26582899,40.50763511
SanDisk Corporation,422,487,Sanjay Mehrotra,www.sandisk.com,951 SanDisk Dr.,Milpitas,95035,CA,-121.9220018,37.41893325
NCR Corporation,423,441,William R. Nuti,www.ncr.com,3097 Satellite Blvd.,Duluth,30096,GA,-84.11334145,33.9628006
"Starwood Hotels & Resorts Worldwide, Inc.",424,400,Frits D. van Paasschen,www.starwoodhotels.com,1 StarPoint,Stamford,6902,CT,-73.53156138,41.04208134
"Expeditors International of Washington, Inc.",425,428,Jeffrey S. Musser,www.expeditors.com,1015 Third Ave.,Seattle,98104,WA,-122.3346828,47.60583947
"Fidelity National Information Services, Inc.",426,434,Frank R. Martire,www.fisglobal.com,601 Riverside Ave.,Jacksonville,32204,FL,-81.67448613,30.31914371
"United Natural Foods, Inc.",427,474,Steven L. Spinner,www.unfi.com,313 Iron Horse Way,Providence,2908,RI,-71.43211126,41.82890137
Auto-Owners Insurance Group,428,443,Jeffrey F. Harrold,www.auto-owners.com,6101 Anacapri Blvd.,Lansing,48917,MI,-84.63867293,42.72346579
"Windstream Holdings, Inc.",429,414,Jeffery R. Gardner,www.windstream.com,4001 Rodney Parham Rd.,Little Rock,72212,AR,-92.39899065,34.78922783
"Dr Pepper Snapple Group, Inc.",430,427,Larry D. Young,www.drpeppersnapplegroup.,5301 Legacy Dr.,Plano,75024,TX,-96.80605368,33.07779156
Lennar Corporation,431,573,Stuart A. Miller,www.lennar.com,700 N.W. 107th Ave.,Miami,33172,FL,-80.36986835,25.77690842
Sanmina,432,420,Jure Sola,www.sanmina.com,2700 N. First St.,San Jose,95134,CA,-121.9301178,37.39112514
"Harley-Davidson, Inc.",433,449,Keith E. Wandell,www.harley-davidson.com,3700 W. Juneau Ave.,Milwaukee,53208,WI,-87.95965541,43.04605017
CONSOL Energy Inc.,434,463,Nicholas J. DeIuliis,www.consolenergy.com,1000 Consol Energy Dr.,Canonsburg,15317,PA,-80.16676851,40.27886411
The J.M. Smucker Company,435,452,Richard K. Smucker,www.smucker.com,1 Strawberry Lane,Orrville,44667,OH,-81.76233402,40.84754234
Newell Rubbermaid Inc.,436,433,Michael B. Polk,www.newellrubbermaid.com,3 Glenlake Pkwy.,Atlanta,30328,GA,-84.36114448,33.93518092
"CH2M HILL Companies, Ltd.",437,415,Jacqueline C. Hinman,www.ch2m.com,9191 S. Jamaica St.,Englewood,80112,CO,-104.8678275,39.54917842
Energy Future Holdings Corp.,438,447,John F. Young,www.energyfutureholdings.,1601 Bryan St.,Dallas,75201,TX,-96.79900038,32.78322349
Susser Holdings Corporation,439,460,Sam L. Susser,www.susser.com,4525 Ayers St.,Corpus Christi,78415,TX,-97.42339724,27.74476048
Laboratory Corporation of America Holdings,440,444,David P. King,www.labcorp.com,358 S. Main St.,Burlington,27215,NC,-79.43748913,36.09321488
"Kindred Healthcare, Inc.",441,410,Paul J. Diaz,www.kindredhealthcare.com,680 S. Fourth St.,Louisville,40202,KY,-85.75941869,38.2467153
Leidos Holdings Inc.,442,240,John P. Jumper,www.leidos.com,11951 Freedom Dr.,Reston,20190,VA,-77.35927052,38.95900846
Booz Allen Hamilton Holding Corp.,443,436,Ralph W. Shrader,www.boozallen.com,8283 Greensboro Dr.,McLean,22102,VA,-77.23192153,38.92260223
"The Jones Financial Companies,L.L.L.P.",444,491,James D. Weddle,www.edwardjones.com,12555 Manchester Rd.,Des Peres,63131,MO,-90.44640413,38.60451226
Cliffs Natural Resources Inc.,445,424,Gary B. Halverson,www.cliffsnaturalresource,200 Public Sq.,Cleveland,44114,OH,-81.69172558,41.4999213
"PulteGroup, Inc.",446,501,Richard J. Dugas Jr.,www.pultegroupinc.com,100 Bloomfield Hills Pkwy.,Bloomfield Hills,48304,MI,-83.23491554,42.58295562
Regions Financial Corporation,447,401,O.B Grayson Hall Jr.,www.regions.com,1900 Fifth Ave. N.,Birmingham,35203,AL,-86.80905778,33.51806786
NiSource Inc.,448,480,Robert C. Skaggs Jr.,www.nisource.com,801 E. 86th Ave.,Merrillville,46410,IN,-87.32545818,41.46147031
"Graybar Electric Company, Inc.",449,465,Kathleen M. Mazzarella,www.graybar.com,34 N. Meramec Ave.,St. Louis,63105,MO,-90.33899624,38.65149108
"Integrys Energy Group, Inc.",450,559,Charles A. Schrock,www.integrysgroup.com,130 E. Randolph St.,Chicago,60601,IL,-87.62332314,41.88489517
The Clorox Company,451,461,Donald R. Knauss,www.thecloroxcompany.com,1221 Broadway,Oakland,94612,CA,-122.2723102,37.80347098
"Wynn Resorts, Limited",452,478,Stephen A. Wynn,www.wynnresorts.com,3131 Las Vegas Blvd. S.,Las Vegas,89109,NV,-115.165797,36.12682798
"The Andersons, Inc.",453,472,Michael J. Anderson,www.andersonsinc.com,480 W. Dussel Dr.,Maumee,43537,OH,-83.67933318,41.57945372
"J.B. Hunt Transport Services, Inc.",454,486,John N. Roberts III,www.jbhunt.com,615 J.B. Hunt Corporate Dr.,Lowell,72745,AR,-94.15001712,36.24544537
AK Steel Holding Corporation,455,430,James L. Wainscott,www.aksteel.com,9227 Centre Pointe Dr.,West Chester,45069,OH,-84.42938422,39.32800709
Harbinger Group Inc.,456,533,Philip A. Falcone,www.harbingergroupinc.com,450 Park Ave.,New York,10022,NY,-73.97120383,40.76146988
MeadWestvaco Corporation,457,448,John A. Luke Jr.,www.mwv.com,501 S. Fifth St.,Richmond,23219,VA,-77.44191526,37.53595638
The Western Union Company,458,445,Hikmet Ersek,www.westernunion.com,12500 E.Belford Ave.,Englewood,80112,CO,-104.8445695,39.54660344
The Charles Schwab Corporation,459,488,Walter W. Bettinger II,www.aboutschwab.com,211 Main St.,San Francisco,94105,CA,-122.3928716,37.79045503
"Discovery Communications, Inc.",460,531,David M. Zaslav,www.discoverycommunicatio,1 Discovery Place,Silver Spring,20910,MD,-77.02819884,38.99542295
Spectra Energy Corp,461,475,Gregory L. Ebel,www.spectraenergy.com,5400 Westheimer Court,Houston,77056,TX,-95.47242347,29.74046072
"St. Jude Medical, Inc.",462,457,Daniel J. Starks,www.sjm.com,1 St. Jude Medical Dr.,St. Paul,55117,MN,-93.10092745,45.01275708
"CF Industries Holdings, Inc.",463,419,W. Anthony Will,www.cfindustries.com,4 Pkwy. N.,Deerfield,60015,IL,-87.88173027,42.1625381
Con-way Inc.,464,450,Douglas W. Stotlar,www.con-way.com,2211 Old Earhart Rd.,Ann Arbor,48105,MI,-83.68419514,42.3056664
Old Republic International Corporation,465,496,Aldo C. Zucaro,www.oldrepublic.com,307 N. Michigan Ave.,Chicago,60601,IL,-87.62421699,41.88708199
JetBlue Airways Corporation,466,495,David Barger,www.jetblue.com,27-01 Queens Plaza N.,Long Island City,11101,NY,-73.9388819,40.75058137
"Calumet Specialty Products Partners, L.P.",467,514,F. William Grube,www.calumetspecialty.com,2780 Waterfront Pkwy. E. Dr.,Indianapolis,46214,IN,-86.2784341,39.80552218
"Kelly Services, Inc.",468,462,Carl T. Camden,www.kellyservices.com,999 W. Big Beaver Rd.,Troy,48084,MI,-83.166188,42.56081482
Domtar Corporation,469,458,John D. Williams,www.domtar.com,100 Kingsley Park Dr.,Fort Mill,29715,SC,-80.96320793,35.02549333
Murphy Oil Corporation,470,104,Roger W. Jenkins,www.murphyoilcorp.com,200 Peach St.,El Dorado,71730,AR,-92.66212393,33.21449691
Harris Corporation,471,429,William M. Brown,www.harris.com,1025 W. NASA Blvd.,Melbourne,32919,FL,-80.63792372,28.08955623
"Asbury Automotive Group, Inc.",472,506,Craig T. Monaghan,www.asburyauto.com,2905 Premiere Pkwy. N.W.,Duluth,30097,GA,-84.09315546,34.00575719
"Big Lots, Inc.",473,466,David Campisi,www.biglots.com,300 Phillipi Rd.,Columbus,43228,OH,-83.11081331,39.96008655
"Advanced Micro Devices, Inc.",474,464,Rory P. Read,www.amd.com,1 AMD Place,Sunnyvale,94085,CA,-121.998935,37.38682672
Owens Corning,475,476,Michael H. Thaman,www.owenscorning.com,1 Owens Corning Pkwy.,Toledo,43659,OH,-83.53440449,41.6472685
Realogy Holdings Corp.,476,512,Richard A. Smith,www.realogy.com,175 Park Ave.,Madison,7940,NJ,-74.42328821,40.77114774
"Host Hotels & Resorts, Inc.",477,469,W. Edward Walter,www.hosthotels.com,6903 Rockledge Dr.,Bethesda,20817,MD,-77.13969244,39.02728043
MRC Global Inc.,478,451,Andrew R. Lane,www.mrcglobal.com,909 Fannin St.,Houston,77010,TX,-95.36317794,29.75651223
"Simon Property Group, Inc.",479,497,David Simon,www.simon.com,225 W. Washington St.,Indianapolis,46204,IN,-86.16212047,39.76713405
Tractor Supply Company,480,513,Gregory A. Sandfort,www.tractorsupply.com,200 Powell Place,Brentwood,37027,TN,-86.81193664,36.03564407
"Gannett Co., Inc.",481,467,Gracia C. Martore,www.gannett.com,7950 Jones Branch Dr.,McLean,22107,VA,-77.21908419,38.9322487
"Alaska Air Group, Inc.",482,515,Bradley D. Tilden,www.alaskaair.com,19300 International Blvd.,Seattle,98188,WA,-122.2940557,47.4291144
"Insight Enterprises, Inc.",483,470,Kenneth T. Lamneck,www.insight.com,6820 S. Harl Ave.,Tempe,85283,AZ,-111.9680347,33.35817373
"McGraw Hill Financial, Inc.",484,390,Douglas L. Peterson,www.mhfi.com,1221 Ave. of the Americas,New York,10020,NY,-73.98172825,40.759258
"Buckeye Partners, L.P.",485,544,Clark C. Smith,www.buckeye.com,1 Greenway Plaza,Houston,77046,TX,-95.4314776,29.73235483
Quintiles Transnational Holdings Inc.,486,0,Thomas H. Pike,www.quintiles.com,4820 Emperor Blvd.,Durham,27703,NC,-78.84065793,35.8807927
"American Financial Group, Inc.",487,485,"Carl H. Lindner lll, S. Craig Lindner",www.afginc.com,301 E. Fourth St.,Cincinnati,45202,OH,-84.50698518,39.09985163
United Stationers Inc.,488,484,P. Cody Phipps,www.unitedstationers.com,1 Parkway N. Blvd.,Deerfield,60015,IL,-87.84948486,42.16727495
"Coach, Inc.",489,504,Victor Luis,www.coach.com,516 W. 34th St.,New York,10001,NY,-74.00043069,40.75466957
LKQ Corporation,490,568,Robert L. Wagman,www.lkqcorp.com,500 W. Madison St.,Chicago,60661,IL,-87.64049946,41.882185
"Noble Energy, Inc.",491,535,Charles D. Davidson,www.nobleenergyinc.com,100 Noble Energy Way,Houston,77070,TX,-95.58069587,29.99445333
"Bemis Company, Inc.",492,479,Henry J. Theisen,www.bemis.com,1 Neenah Center,Neenah,54956,WI,-88.45999213,44.18604712
Joy Global Inc.,493,446,Edward L. Doheny II,www.joyglobal.com,100 E. Wisconsin Ave.,Milwaukee,53202,WI,-87.90961388,43.03894331
Wyndham Worldwide Corporation,494,528,Stephen P. Holmes,www.wyndhamworldwide.com,22 Sylvan Way,Parsippany,7054,NJ,-74.43851075,40.84579891
"NII Holdings, Inc.",495,421,Steven M. Shindler,www.nii.com,1875 Explorer St.,Reston,20190,VA,-77.36036306,38.95830065
"Lorillard, Inc.",496,516,Murray S. Kessler,www.lorillard.com,714 Green Valley Rd.,Greensboro,27408,NC,-79.82106124,36.09090671
Alleghany Corporation,497,507,Weston M. Hicks,www.alleghany.com,7 Times Sq.,New York,10036,NY,-73.98681141,40.75540349
"Airgas, Inc.",498,509,Michael L. Molinini,www.airgas.com,259 N. Radnor-Chester Rd.,Radnor,19087,PA,-75.35944792,40.0415843
First American Financial Corporation,499,527,Dennis J. Gilmore,www.firstam.com,1 First American Way,Santa Ana,92707,CA,-117.8619484,33.70197575
"United Rentals, Inc.",500,569,Michael J. Kneeland,www.ur.com,100 First Stamford Place,Stamford,6902,CT,-73.54742623,41.04539485
Flowserve Corporation,501,508,Mark A. Blinn,www.flowserve.com,5215 N. O'Connor Blvd.,Irving,75039,TX,-96.93978462,32.87000207
"Alpha Natural Resources, Inc.",502,365,Kevin S. Crutchfield,www.alphanr.com,1 Alpha Place,Bristol,24202,VA,-82.11770348,36.64354947
SPX Corporation,503,431,Christopher J. Kearney,www.spx.com,13320 Ballantyne Corporate Place,Charlotte,28277,NC,-80.84588684,35.06073647
"Telephone and Data Systems, Inc.",504,468,LeRoy T. Carlson Jr.,www.teldta.com,30 N. LaSalle St.,Chicago,60602,IL,-87.63291978,41.88278768
Momentive Specialty Chemicals Inc.,505,505,Craig O. Morrison,www.momentive.com,180 E. Broad St.,Columbus,43215,OH,-82.9958348,39.96320499
YRC Worldwide Inc.,506,498,James L. Welch,www.yrcw.com,10990 Roe Ave.,Overland Park,66211,KS,-94.64071703,38.93052816
Sonoco Products Company,507,502,M. Jack Sanders,www.sonoco.com,1 N. Second St.,Hartsville,29550,SC,-80.06666804,34.3814357
"Fiserv, Inc.",508,532,Jeffery W. Yabuki,www.fiserv.com,255 Fiserv Dr.,Brookfield,53045,WI,-88.1406223,43.03354635
M&T Bank Corporation,509,521,Robert G. Wilmers,www.mtb.com,1 M&T Plaza,Buffalo,14203,NY,-78.87419508,42.88380224
Exelis Inc.,510,453,David F. Melcher,www.exelisinc.com,1650 Tysons Blvd.,McLean,22102,VA,-77.22299647,38.92484342
Western & Southern Mutual Holding Company,511,471,John F. Barrett,www.westernsouthern.com,400 Broadway,Cincinnati,45202,OH,-84.50585352,39.10185815
ABM Industries Incorporated,512,551,Henrik C. Slipsager,www.abm.com,551 Fifth Ave.,New York,10176,NY,-73.97884844,40.75535334
"Quad/Graphics, Inc.",513,567,J. Joel Quadracci,www.qg.com,N61 W23044 Harry's Way,Sussex,53089,WI,-88.20379713,43.12970621
"The Hanover Insurance Group, Inc.",514,522,Frederick H. Eppinger Jr.,www.hanover.com,440 Lincoln St.,Worcester,1653,MA,-71.78301508,42.29265375
"Expedia, Inc.",515,583,Dara Khosrowshahi,www.expediainc.com,333 108th Ave. N.E.,Bellevue,98004,WA,-122.1966283,47.61348522
Frontier Communications Corporation,516,492,Mary Agnes Wilderotter,www.frontier.com,3 High Ridge Park,Stamford,6905,CT,-73.54069714,41.11046554
"Genesis Energy, L.P.",517,579,Grant E. Sims,www.genesisenergy.com,919 Milam St.,Houston,77002,TX,-95.3660792,29.75819881
"Ascena Retail Group, Inc.",518,659,David R. Jaffe,www.ascenaretail.com,30 Dunnigan Dr.,Suffern,10901,NY,-74.12385074,41.11772698
"Harris Teeter Supermarkets, Inc.",519,526,W. Rodney McMullen,www.thekrogerco.com,701 Crestdale Rd.,Matthews,28105,NC,-80.7101244,35.11643991
Avaya Inc.,520,477,Kevin J. Kennedy,www.avaya.com,4655 Great American Pkwy.,Santa Clara,95054,CA,-121.9774063,37.39813973
Levi Strauss & Co.,521,520,Charles V. Bergh,www.levistrauss.com,1155 Battery St.,San Francisco,94111,CA,-122.4023063,37.80179595
Yahoo! Inc.,522,494,Marissa A. Mayer,www.yahoo.com,701 First Ave.,Sunnyvale,94089,CA,-122.0251669,37.41727981
"Juniper Networks, Inc.",523,542,Shaygan Kheradpir,www.juniper.net,1194 N. Mathilda Ave.,Sunnyvale,94089,CA,-122.0263935,37.40948382
Axiall Corporation,524,664,Paul D. Carrico,www.axiall.com,1000 Abernathy Rd. N.E.,Atlanta,30328,GA,-84.35457917,33.93478102
Northern Tier Energy LP,525,546,Hank Kuchta,www.ntenergy.com,38C Grove St.,Ridgefield,6877,CT,-73.49444082,41.28631977
Coty Inc.,526,0,Michele Scannavini,www.coty.com,350 Fifth Ave.,New York,10118,NY,-73.9850602,40.74818387
Neiman Marcus Group LTD Inc.,527,547,Karen W. Katz,www.neimanmarcus.com,1618 Main St.,Dallas,75201,TX,-96.79729337,32.78073433
"Berry Plastics Group, Inc.",528,503,Jonathan D. Rich,www.berryplastics.com,101 Oakley St.,Evansville,47710,IN,-87.57235614,37.97842443
"CA, Inc.",529,499,Michael P. Gregoire,www.ca.com,1 CA Plaza,Islandia,11749,NY,-73.16899786,40.80426901
Hanesbrands Inc.,530,518,Richard A. Noll,www.hanes.com,1000 E. Hanes Mill Rd.,Winston-Salem,27105,NC,-80.26376701,36.18912765
"Zimmer Holdings, Inc.",531,534,David C. Dvorak,www.zimmer.com,345 E. Main St.,Warsaw,46580,IN,-85.85408952,41.23959415
AGL Resources Inc.,532,597,John W. Somerhalder II,www.aglresources.com,10 Peachtree Place N.E.,Atlanta,30309,GA,-84.38711049,33.78091114
Amphenol Corporation,533,552,R. Adam Norwitt,www.amphenol.com,358 Hall Ave.,Wallingford,6492,CT,-72.83332011,41.46013931
"Superior Energy Services, Inc.",534,524,David D. Dunlap,www.superiorenergy.com,1001 Louisiana St.,Houston,77002,TX,-95.36742323,29.75796006
"Rockwell Collins, Inc.",535,511,Robert K. Ortberg,www.rockwellcollins.com,400 Collins Rd. N.E.,Cedar Rapids,52498,IA,-91.64026359,42.02977451
Sprague Resources LP,536,0,David C. Glendon,www.spragueenergy.com,185 International Dr.,Portsmouth,3801,NH,-70.80219605,43.07371074
"Raymond James Financial, Inc.",537,601,Paul C. Reilly,www.raymondjames.com,880 Carillon Pkwy.,St. Petersburg,33716,FL,-82.67015013,27.89221947
"Annaly Capital Management, Inc.",538,773,Wellington J. Denahan,www.annaly.com,1211 Ave. of the Americas,New York,10036,NY,-73.98154313,40.75841402
"Activision Blizzard, Inc.",539,0,Robert A. Kotick,www.activisionblizzard.co,3100 Ocean Park Blvd.,Santa Monica,90405,CA,-118.4520733,34.01951845
Pitney Bowes Inc.,540,489,Marc B. Lautenbach,www.pb.com,1 Elmcroft Rd.,Stamford,6926,CT,-73.53805849,41.03835462
KeyCorp,541,510,Beth E. Mooney,www.key.com,127 Public Sq.,Cleveland,44114,OH,-81.69362748,41.50082087
"Michaels Stores, Inc.",542,539,Carl S. Rubin,www.michaels.com,8000 Bent Branch Dr.,Irving,75063,TX,-96.98831714,32.91495719
Cincinnati Financial Corporation,543,572,Steven J. Johnston,www.cinfin.com,6200 S. Gilmore Rd.,Fairfield,45014,OH,-84.5205282,39.30767581
Intuit Inc.,544,558,Brad D. Smith,www.intuit.com,2700 Coast Ave.,Mountain View,94043,CA,-122.0960754,37.43061843
Wisconsin Energy Corporation,545,557,Gale E. Klappa,www.wisconsinenergy.com,231 W. Michigan St.,Milwaukee,53203,WI,-87.91408555,43.03842851
SCANA Corporation,546,563,Kevin B. Marsh,www.scana.com,100 Scana Pkwy.,Cayce,29033,SC,-81.05045236,33.93528649
Graphic Packaging Holding Company,547,549,David W. Scheible,www.graphicpkg.com,1500 Riveredge Pkwy.,Atlanta,30328,GA,-84.43662003,33.9090142
"CNO Financial Group, Inc.",548,548,Edward J. Bonach,www.cnoinc.com,11825 N. Pennsylvania St.,Carmel,46032,IN,-86.15152224,39.96253508
"Energizer Holdings, Inc.",549,525,Ward M. Klein,www.energizer.com,533 Maryville University Dr.,St. Louis,63141,MO,-90.50777851,38.64286877
"MDU Resources Group, Inc.",550,578,David L. Goodin,www.mdu.com,1200 W. Century Ave.,Bismarck,58503,ND,-100.8126254,46.83584119
"Burlington Stores, Inc.",551,577,Thomas A. Kingsbury,www.burlingtonstores.com,1830 Route 130 N.,Burlington,8016,NJ,-74.87581648,40.06382902
Jones Lang LaSalle Incorporated,552,596,Colin Dyer,www.jll.com,200 E. Randolph Dr.,Chicago,60601,IL,-87.6215585,41.88505487
Resolute Forest Products Inc.,553,530,Richard Garneau,www.resolutefp.com,5300 Cureton Ferry Rd.,Catawba,29704,SC,-80.89344486,34.84503596
The Carlyle Group L.P.,554,720,"William E. Conway Jr., David M. Rubenst",www.carlyle.com,1001 Pennsylvania Ave. N.W.,Washington,20004,DC,-77.0264742,38.89511344
"LifePoint Hospitals, Inc.",555,586,William F. Carpenter III,www.lifepointhospitals.co,330 Seven Springs Way,Brentwood,37027,TN,-86.76913389,36.04155579
NGL Energy Partners LP,556,0,H. Michael Krimbill,0,6120 S. Yale Ave.,Tulsa,74136,OK,-95.92526075,36.07479172
Factory Mutual Insurance Company,557,541,Shivan S. Subramaniam,www.fmglobal.com,270 Central Ave.,Johnston,2919,RI,-71.48407732,41.80856281
"Nexeo Solutions Holdings, LLC",558,587,David A. Bradley,www.nexeosolutions.com,3 Waterway Square Place,The Woodlands,77380,TX,-95.45607159,30.16075291
"Trinity Industries, Inc.",559,595,Timothy R. Wallace,www.trin.net,2525 N. Stemmons Freeway,Dallas,75207,TX,-96.83995189,32.80549627
"Williams-Sonoma, Inc.",560,582,Laura J. Alber,www.williams-sonomainc.co,3250 Van Ness Ave.,San Francisco,94109,CA,-122.4245754,37.80590273
"Pepco Holdings, Inc.",561,483,Joseph M. Rigby,www.pepcoholdings.com,701 Ninth St. N.W.,Washington,20068,DC,-77.02363639,38.89913506
"Apollo Global Management, LLC",562,676,Leon Black,www.agm.com,9 W. 57th St.,New York,10019,NY,-73.97479946,40.76366971
"Netflix, Inc.",563,629,Reed Hastings,www.netflix.com,100 Winchester Circle,Los Gatos,95032,CA,-121.9626459,37.25959078
Alliant Techsystems Inc.,564,519,Mark W. DeYoung,www.atk.com,1300 Wilson Blvd.,Arlington,22209,VA,-77.07253546,38.89444666
"Keurig Green Mountain, Inc.",565,605,Brian P. Kelley,www.gmcr.com,33 Coffee Lane,Waterbury,5676,VT,-72.75622608,44.33783513
Greif,566,555,David B. Fischer,www.greif.com,425 Winter Rd.,Delaware,43015,OH,-83.05016923,40.22472779
"MasTec, Inc.",567,606,Jos?? R. Mas,www.mastec.com,800 S. Douglas Rd.,Coral Gables,33134,FL,-80.25640714,25.76406021
The Timken Company,568,493,James W. Griffith,www.timken.com,1835 Dueber Ave. S.W.,Canton,44706,OH,-81.39580823,40.77814877
Aleris Corporation,569,538,Steven J. Demetriou,www.aleris.com,25825 Science Park Dr.,Cleveland,44122,OH,-81.70572886,41.37937863
Markel Corporation,570,713,Alan I. Kirshner,www.markelcorp.com,4521 Highwoods Pkwy.,Glen Allen,23060,VA,-77.57725928,37.66219241
Alliance Data Systems Corporation,571,626,Edward J. Heffernan,www.alliancedata.com,7500 Dallas Pkwy.,Plano,75024,TX,-96.82367757,33.08095269
Cintas Corporation,572,574,Scott D. Farmer,www.cintas.com,6800 Cintas Blvd.,Cincinnati,45262,OH,-84.35018897,39.28833319
"Team Health Holdings, Inc.",573,618,Gregory S. Roth,www.teamhealth.com,265 Brookview Centre Way,Knoxville,37919,TN,-84.00521333,35.93622198
Allegheny Technologies Incorporated,574,490,Richard J. Harshman,www.atimetals.com,50 S. LaSalle St.,Chicago,60603,IL,-80.00380319,40.43943156
Northern Trust Corporation,574,561,Frederick H. Waddell,www.northerntrust.com,50 S. LaSalle St.,Chicago,60603,IL,-87.63275005,41.88101411
Harman International Industries,576,543,Dinesh C. Paliwal,www.harman.com,400 Atlantic St.,Stamford,6901,CT,-73.53889,41.05045962
Robert Half International Inc.,577,571,Harold M. Messmer Jr.,www.roberthalf.com,2884 Sand Hill Rd.,Menlo Park,94025,CA,-122.2151173,37.42172938
"NVR, Inc.",578,679,Paul C. Saville,www.nvrinc.com,11700 Plaza America Dr.,Reston,20190,VA,-77.35019955,38.95275913
Colfax Corporation,579,599,Steven E. Simms,www.colfaxcorp.com,8170 Maple Lawn Blvd.,Fulton,20759,MD,-76.90594623,39.14885634
